id,app_prize,description,have_pricing_hint,num_of_categories,num_of_pricing_plans,num_of_reviews,avg_of_ratings,num_of_replies
35b975c3-efed-4090-9694-959f2a2a77cc,0,1417,1,3,1,1,5.0000,0
35cecff4-6689-4be5-abcc-c06fb8ecc9a8,0,2911,0,3,1,111,4.7658,7
35e449e0-7f4a-4831-bb36-ce8951794f5a,0,1708,1,2,3,132,4.5530,1
35e6d804-1e97-4ad8-9ffb-8d0c7249a0bd,0,1078,0,8,1,1,1.0000,0
35e8d3c9-cce0-4e44-a7f8-fc02a712fd70,0,2971,1,5,4,12,4.8333,0
35fc31ea-79df-4ffa-a082-fc55b37ed333,0,2187,0,6,2,5,5.0000,5
362742fe-7379-4509-87d5-ee80c0a17682,1,3053,1,15,4,422,4.8934,137
3644f174-a95c-494f-bc89-762a9b01dd94,0,1395,1,5,1,5,4.6000,2
36546494-19f5-4e25-83b8-9aaaf7602921,0,1884,0,2,3,20,4.3500,0
36704f69-f0f3-45fd-a9d0-5b655c2f48c8,1,1076,1,3,2,115,4.8174,2
36b11687-3b70-4cf8-8821-b5ea73666315,0,2121,1,3,1,6,4.0000,0
36b7b9cf-f99c-4b13-9190-d43dbdbac3a2,0,1473,1,2,4,5,4.0000,7
36bb720a-3832-4b92-8608-2af9d7ea87a5,0,1524,1,5,1,0,0,30
36c693dd-d5d9-4ee8-8331-d85fdf7be62b,0,1516,0,2,4,1,5.0000,5
36fe9c4a-5ddb-42a4-bff2-e35b0bf632f5,0,2716,0,5,3,30,4.9333,8
371838b6-7e1d-4fa7-af99-a7fc81d108da,0,1517,0,2,3,0,0,0
371b0054-eb3d-4dad-ac4e-c03de37888ec,0,1135,0,8,1,2,5.0000,1
3725c873-2ae0-4795-ad16-8f9ce8c5d8db,0,2616,0,2,1,10,5.0000,3
3742d330-6072-48eb-bbbe-f626de363bbe,0,1380,0,2,1,59,4.5593,3
3778f58c-720d-43a1-9d14-693d2c7ee374,0,1514,1,8,3,5,4.2000,0
377ad657-4fa9-4fbb-80cd-43e8a38d54bf,0,897,0,6,2,0,0,0
377cf030-bc58-4524-9588-09165849561f,0,1197,0,3,1,0,0,6
3783a37e-f237-44a7-b6c9-b436677c2474,0,1412,1,1,1,1,5.0000,6
378acb3e-0dc5-453c-9cc9-ef1bd89d37f5,1,1104,1,6,4,744,4.6384,76
37aa90cd-675f-447c-8238-3dc5ac653495,1,2711,1,4,2,30,4.3667,413
37d32de2-9d1f-4ed2-b5a9-5938b2848872,0,2435,0,3,1,0,0,0
3808933e-d3b8-4a5c-9529-721aae71af83,0,1580,0,4,1,2,5.0000,0
380b8a70-a905-405e-86ed-76e911496ac2,0,2786,1,2,4,1,5.0000,0
3814e576-708e-4ad0-bfb0-18ece13a5618,0,902,1,2,1,1,5.0000,1
3819ccd9-3c42-46bd-be74-272ea0b0bacb,0,2529,0,1,2,0,0,0
3832b926-f3e6-482b-84c8-cfd65d76d8a6,0,1488,0,4,1,4,5.0000,10
3848e223-7b7f-4dea-92c7-9ab7b721f63c,0,1705,1,2,1,1,1.0000,0
38516915-6003-4109-b42c-b0f976d2b9e0,0,1766,0,1,1,0,0,0
385c045a-b5da-44c7-8fc9-d459496b71be,0,1850,0,1,2,45,4.5778,8
3867ff3c-cc17-48d5-a04c-f8cee19ae6fd,0,2782,0,4,1,63,4.2222,3
3874a32c-b331-418b-b835-dafb99a5b7fb,1,3170,0,5,4,293,4.9488,11
38800fe6-c253-4f7f-a7bc-2edb0da9db00,0,1594,1,3,1,8,5.0000,26
388ef7e8-f3db-41c4-8a16-c39c42044a94,0,2587,1,3,1,40,4.8750,1
38993ede-28ae-4ac3-9fac-acf46aa354bd,0,1617,1,3,2,3,5.0000,2
389e8d52-5895-4fe1-9a91-c3c345ca48a1,0,1346,0,1,1,4,5.0000,0
38a5b5ef-3da5-4560-9c51-80ff3942d5c1,0,2281,1,3,1,24,4.6667,2
38a5fb36-4c85-4e2c-ab6e-8a1c2952d46d,0,1242,0,4,1,65,4.4769,6
38ac7acd-b109-431c-908c-e0febd1b16f5,0,1537,1,4,4,51,4.2941,21
38b186d0-78f1-4e7f-9db4-756ca1134d39,0,620,1,2,1,0,0,0
38ea1046-71c3-4135-875b-9a21baa0f5d7,0,2469,1,5,1,20,5.0000,63
3907dd8e-4fb6-49ff-97d0-7ed405b9ad41,0,1797,1,2,2,18,4.3333,0
390c55d9-cc6a-4ca6-9df9-dd8e18ea5803,0,2621,1,1,3,22,4.9091,0
3915ce86-f882-43b3-8fd3-7bb019cca345,0,2650,0,2,1,398,4.3116,1
3918da5e-152a-4a00-ad27-4fdfba27c9e5,0,2425,1,4,2,103,4.7573,2
39285caf-0aaa-499f-8fbc-7d2ded7fafb7,0,2912,0,3,4,5,3.0000,0
3933c0a0-ad1d-4396-aea7-091be4b809f3,0,2147,1,5,2,1,5.0000,0
394fe19a-f80e-41eb-a0d1-c082bfb65ee3,1,3065,0,7,2,1959,4.9653,0
395e9e6d-0fc5-471c-8f91-c2e79f6095ee,0,2647,1,4,1,175,4.7886,40
396be84f-534c-4820-bd38-92e826a9d8a4,1,2792,1,4,2,127,4.8268,413
397059b1-9b61-4459-a448-1b62eb4e95d9,0,2825,1,6,1,0,0,6
39a2755c-6e49-4090-bd66-59568ef21789,0,3043,1,2,2,24,5.0000,0
39b23e0e-9641-47e5-beff-b3cdb44a53f5,0,1676,0,2,1,12,2.0000,0
39c11b10-3f26-48fc-99d4-4c39b11b794f,0,2710,1,2,1,4,4.5000,0
39cfbe01-2917-46a1-96ae-842655307bfa,0,3024,0,3,4,59,4.7458,0
39ecd2b2-c544-42b6-acdd-312a26de5209,0,2379,1,1,1,24,4.5000,2
39edd971-03ef-4a3a-9ebe-fa5cf2d49af4,0,1794,1,2,1,1,5.0000,0
39f251d5-d53b-4f9d-8838-d8a26a1c8771,0,1644,1,2,1,3,3.0000,0
39feb884-87c8-4159-8fe3-263f48a83c7f,0,1903,0,4,1,45,4.4000,0
3a1c372e-52d6-4e2b-b77b-fa8fc32bc18d,0,1085,0,1,2,0,0,23
3a97d289-fbf1-4fa3-99e9-db83e389c57a,0,912,1,1,1,1,5.0000,8
3a9cd0bb-4116-4262-838b-156f676b1705,0,1815,1,3,1,2,5.0000,0
3aaf2fed-7c5e-4330-9287-db50e5268515,0,2777,0,7,1,667,4.7721,2
3ac1bdaa-7f57-4d94-bfeb-640697c86c3c,0,2564,0,4,1,0,0,0
3acb5877-9b1e-467e-8a46-bcf090dea196,1,1252,0,4,1,113,5.0000,2
3af94b6b-3446-4599-8b07-f24376e9437c,0,2916,1,6,1,27,5.0000,1
3afb0b60-881b-4d4e-b3d9-04a8c36638c6,0,1090,1,2,1,47,4.9787,12
3b0997f1-31ad-43ec-bc53-7955ac0bb6db,0,530,0,5,1,9,4.7778,0
3b190499-e23f-4515-b7a9-c300d84d8546,0,947,0,3,1,4,5.0000,0
3b4b0fb7-b3e9-4c51-885d-01660d677e0d,1,2576,1,4,1,131,4.9160,0
3b4d5479-3544-4949-b4b3-c943e9c35168,1,3038,1,3,4,195,4.8103,1
3b4fd798-3070-4cb0-a04d-6b3889539ddf,1,2063,1,1,3,186,4.8387,87
3b5039ae-ba85-4b8f-a909-23323f10f1d7,0,2603,1,7,4,2,5.0000,2
3b6250e7-5c47-4db8-b14b-f432eb1c10aa,0,2133,1,2,4,26,4.7692,11
3b79d9ea-7b3f-4e5a-8cbb-09bd02d74d4b,1,833,0,3,1,112,4.9286,20
3b8f4950-cd55-4cad-89e3-ab19914d0dc9,0,2058,0,6,1,11,5.0000,0
3ba6b194-eb3e-4646-b640-9b997bb996c7,0,1600,1,4,2,16,4.0625,1
3bad16b4-bfec-4a40-962e-4920298f2ce4,0,980,0,6,2,1,5.0000,23
3baeb697-066c-495b-90e6-8c0df2ebfb0a,0,2786,1,4,1,117,4.6068,29
3bb38167-b5f9-4dce-b6fb-026b4b201103,0,2819,0,2,1,0,0,0
3bda001b-da82-420f-b76d-ca24083fa3d5,0,1562,0,1,1,14,3.7143,8
3be5ce47-8c37-4c8f-93c9-ab94049f57a9,0,2768,1,5,1,0,0,0
3c054ab2-0390-408b-bb8f-004829142974,0,1064,0,2,2,3,3.3333,23
3c245f08-4e7e-4c5d-a3cf-05138f09d633,0,2639,1,3,2,32,5.0000,0
3c4d3566-0840-442d-a4e8-363b00c16adc,0,2256,1,5,1,5,5.0000,0
3c556477-f71a-4abd-8145-664a45254819,0,666,0,2,1,1,1.0000,0
3c570f5b-7479-4a58-9beb-0e599860ba80,0,1308,1,3,1,10,4.1000,6
3c58aa03-f2d1-4673-ac28-abaa1206e508,0,1778,0,2,2,35,5.0000,0
3c608067-b11e-4fdc-9e9e-c11f5e9528c3,0,1189,0,2,3,8,5.0000,0
3c91710a-78d0-4006-9f85-8c74ce332bdf,0,1069,1,4,1,23,4.7826,21
3ca42a29-05b8-4b64-b126-ebbf4ee817bd,0,2165,0,3,1,0,0,0
3ca502ae-9619-4852-b270-42e0c273a8e2,0,2121,1,2,2,18,4.9444,0
3cbdd8a5-3dc8-4048-bdce-15ae73b5ce52,0,1721,0,2,1,9,4.0000,3
3cbe7c5f-6569-44b3-9b16-8c134909d834,0,1320,1,2,1,0,0,8
3cd42935-1c12-4bd1-8b5b-c052bdca81e6,0,1780,1,1,1,13,4.0769,12
3cee061e-48ed-4270-9925-3a12c5af3824,0,1704,0,3,1,61,4.5574,13
3cf6f1f4-baac-4c0c-81a7-9cecdb771603,0,1305,1,3,1,12,4.7500,413
3cfd8886-c37b-4963-9a2a-8f3e1a7b7c85,0,1968,1,6,1,0,0,0
3d065254-12e4-4a38-90ee-3c1fa0fd9dd5,0,1029,0,2,3,25,4.1600,1
3d09ee8f-13b0-4dd0-a180-aeecd8ee1b80,0,281,0,3,1,0,0,0
3d3b89f7-bb9e-4cf4-b93f-b98177a056b4,0,1219,0,1,1,61,4.4098,2
3d52b79a-6cd6-4be5-8ddb-c3bd69044db9,0,1592,1,1,2,1,5.0000,0
3d638550-9a50-4588-97e6-6e38bd0aaadd,0,2171,1,1,4,48,4.6250,0
3d82080f-552d-4a51-ac3e-28260cfaec37,0,1770,1,3,1,2,4.5000,0
3da033d2-b86c-45b0-a599-397e9d39a7b1,1,2043,1,4,2,200,4.9400,16
3da5b586-2826-4847-ab4d-af8734fee7dd,0,2784,0,3,1,19,5.0000,0
3dd9aba5-eb90-4a5d-9b2e-67344ca72dd8,0,2407,0,4,1,2,1.0000,0
3de1fb22-aeb4-46e8-be08-247dd2110724,0,2071,1,8,4,11,3.6364,20
3de66066-e163-4ab2-8bb7-0db0b05af959,0,1868,1,5,1,9,4.5556,7
3e0102ad-4661-47d1-a9d3-ffba053b7422,0,2148,1,3,1,2,5.0000,0
3e076afe-1330-4ced-b591-9cf851e93ac7,0,2808,1,1,1,1,5.0000,0
3e218d54-603d-49c5-968f-8041a8cefdf8,0,1871,1,7,1,3,2.3333,1
3e22e389-37d4-46cc-9c51-e55b9b26b640,0,2318,1,3,1,0,0,1
3e446968-5cad-4d94-bef8-696af88a8fe4,0,2680,1,1,4,148,4.5811,0
3e663faf-b742-4756-b5af-0c21fd4d960d,0,2774,1,4,3,0,0,0
3e6b42a0-de41-4156-b438-640198d37673,0,2423,0,2,1,63,4.8095,0
3e90c0f7-388f-41e1-85e6-b45972b30731,1,2811,0,3,2,33,4.4242,63
3e9b4b2d-0cd1-41e5-9e47-57bb74fb9eb9,0,1298,1,3,1,69,4.6667,27
3ea45eed-1606-4be5-a93c-21ecbc9f413f,0,2397,0,2,4,2,5.0000,2
3ea6a917-38df-4351-9a66-f6ce1fbcb6f3,0,2775,1,1,1,10,4.4000,1
3eb83b0e-6fb9-47b3-b1d6-663017db163c,0,1395,1,2,1,1,5.0000,0
3ebc2404-f110-4b83-b4cf-e22a8d7f4401,0,768,0,2,1,3,2.3333,76
3ebc5db7-8da3-4142-a2e0-3b11028ef820,0,2215,1,6,4,1,5.0000,4
3ebd83f8-7d18-4af4-9516-5a8c269df16e,0,1866,1,7,3,6,5.0000,1
3ebe85b4-484b-4206-985b-546c64f02d2a,1,2734,1,1,4,421,4.6366,158
3ecf6c84-aae6-4e01-b964-4d944deda4b4,0,2561,1,5,1,32,4.6250,0
3ed036f2-402c-41fc-804e-4efaa2e74d55,0,1196,1,6,4,1,5.0000,20
3ef7be51-dac5-471e-bb23-e311fb03fba2,0,3034,1,1,1,58,4.8448,5
3ef8cb6f-4ae8-40cb-a867-ed7c5bf08d72,0,1246,0,4,1,89,2.9101,855
3f0f96a7-3131-46a5-9d1c-375bc38cce60,1,2711,0,1,4,681,4.8620,36
3f1df699-995f-4770-8876-f80ef4ca257d,0,1322,1,2,1,0,0,0
3f1f0b89-3155-45b9-8075-0c22b7414689,1,1473,1,2,3,4,4.0000,33
3f348104-e9eb-4a7c-b37f-53aad0e3b764,0,2872,1,3,2,4,5.0000,27
3f4e87f7-34fc-4936-b987-7ce6241b8b89,0,894,0,2,1,1,1.0000,3
3f727e8a-a478-4c0a-b5b9-2219317eb5cc,0,1445,0,1,1,2,1.0000,0
3f94c701-f64b-443a-a6d9-e10decbc5226,0,1337,1,9,1,3,3.6667,8
3f954f41-f123-40e7-8bd4-500fc62d23b9,0,1037,0,3,1,190,3.3684,855
3fa42463-ace9-40de-b83e-074365b35d15,0,2790,0,2,1,3,5.0000,0
3fa60d93-d8c1-488a-b5c9-88fe4b011927,0,2707,0,4,3,16,4.3125,0
3fc79039-970a-408e-a4e1-1d6b80265c2b,0,1287,1,8,1,0,0,0
3fd69233-f400-435d-b9ba-6e2efee8f3e1,0,2815,1,2,2,2,5.0000,8
3fdd2db0-bc46-4269-8d44-86c1d109b31b,0,883,0,2,1,128,4.7969,0
3feea5c4-9b24-4ef4-874c-dcb2f927e247,0,1666,0,2,2,2,5.0000,0
3ff7101a-afb4-4ce0-848f-63e4ac702802,1,2811,1,4,2,186,4.8226,3
40059975-382f-410e-ae76-28051c8ea398,0,1975,1,1,4,17,4.7647,0
401139dd-00a4-4c35-8fac-cabbe290beb3,0,2127,0,1,1,0,0,0
40130eb4-ed4e-4433-a1c8-c5bb625285d8,0,2363,0,2,1,3,4.0000,30
40132625-d270-4f94-8e6b-b039a75a02db,1,2468,1,5,4,157,4.8344,8
401aaa3b-a684-4881-bbfe-41885b39d590,0,1485,1,1,2,49,4.8163,2
4024b268-ddb2-4fba-b161-93c054eed1b2,0,2222,0,1,1,4,4.0000,0
404183ac-6d52-4960-85d2-8350f37c2f0b,1,2648,0,4,1,4245,4.8909,14
4058d68d-3f3a-470a-98cb-4bfda1a1c010,0,2917,0,3,3,613,4.2692,23
40618f79-4c1e-47e6-ad3b-2c940244c43b,0,1811,1,2,1,1,5.0000,0
40a834b0-3fa7-4d3f-8552-92b5bcf41311,0,2815,0,1,2,57,4.9649,0
40e2f1f0-b087-4072-843a-d755704a946b,0,461,1,3,1,0,0,0
411bc3e3-b217-4b06-9b74-a7148a1a0830,0,875,1,2,2,17,4.4118,0
41271b5a-5909-47d3-add3-53f1a87026f4,0,3026,1,1,3,76,4.9474,6
4145dbc1-af49-455c-9a41-b955eb109a64,0,2166,0,5,1,0,0,0
415710ba-32e1-4185-9c00-bd1d40c68b84,0,896,1,5,2,0,0,0
416ce6e4-f654-4edb-ab55-355d4c358dd9,0,1802,0,5,3,53,4.9245,9
4192f5bd-1ced-45c1-a092-8305e4db3c41,0,1382,0,5,2,1,5.0000,8
41bd8ca0-bc28-45e6-9ae9-66bbfb9a6b88,0,1212,0,6,1,0,0,0
41e1f934-b303-48d1-999f-898f218ad91d,0,1413,0,6,2,3,5.0000,0
41f89898-e9c4-4d11-baf6-d629132af94a,0,2442,1,5,2,16,4.8125,6
41f99ed8-4cef-4e55-b58c-f8393230dc35,0,2410,1,2,1,8,4.5000,0
41fcd52f-207b-464f-94ef-db750b4ed2a2,0,1087,1,1,2,0,0,0
420c1b5a-8f66-457b-a24a-c1d73bc098ae,0,2653,0,3,1,2,2.5000,1
4214b445-8d5d-4ec8-b850-662f76a10f85,0,1931,0,1,1,6,4.8333,0
42163965-5047-42c9-93d0-54868c6ebc62,0,2547,1,4,2,41,4.6098,2
421f72f5-c8e5-4c09-8ed6-a0089c4688a8,0,2081,0,5,1,11,3.9091,7
422a28b7-3db5-42e2-8c1d-349390412c45,0,2357,0,3,1,26,4.2308,855
4230a82d-d012-4731-984d-51b180baba37,0,1537,0,2,1,5,2.6000,0
4236b66b-58c8-41bb-8b78-b5bf26915b8b,0,1822,1,2,1,0,0,0
423d66d3-7935-47c8-bd33-ed64e93eaa93,0,2810,1,1,1,4,5.0000,0
42526ef4-1bb8-4920-b45b-722964c5e326,0,1588,1,1,1,1,5.0000,0
42591135-f254-4e99-83ad-6f8ce8c2e51d,0,1861,0,3,4,0,0,0
42670a9a-9905-4899-8d6b-59ec38829c77,0,861,0,2,1,77,3.7792,0
4276ab19-c371-45af-b42b-38720c8ffe49,0,1597,1,5,1,6,4.3333,2
42939bb9-c155-4577-8731-65fa69f34851,0,2713,1,2,4,6,4.3333,0
42cca923-a3da-42be-bb50-988036e39939,0,3421,1,8,3,48,4.8333,1
42d77ee4-5b4a-4c36-a1ff-becf0bb204a4,0,1773,1,2,1,0,0,0
42df6c97-3e36-4539-b01e-1712111ad3fd,0,1846,1,2,1,11,4.6364,2
42f9bc03-e31d-4eba-bfcc-08ad4cf40b8d,0,2547,1,2,1,38,5.0000,26
42fae379-187e-4ab2-8aa8-324ddce79858,0,1741,0,2,2,110,4.7636,4
4304be62-662f-4a00-9b01-93541eef7d20,0,1819,1,1,4,1,5.0000,5
432f7332-95fa-4354-accb-b5f283921aa7,0,2184,0,1,1,2,2.5000,0
433093f9-b32b-4f8d-a8d6-3c8a9ef6db1a,0,2713,0,1,1,3,5.0000,0
4335a43b-3fda-4e0a-9ebc-db33fdc71ab9,0,1589,0,1,4,54,4.1481,17
433f3c5c-11c7-4b2c-be5c-a75655073d18,0,1096,1,2,1,3,4.0000,1
434dd182-c531-4f6b-8741-b811954d7f0c,0,686,1,5,1,8,4.3750,7
435a3339-eaed-48a5-bf16-0e2778656b28,0,2192,1,4,1,0,0,0
43671040-5a56-4eb3-8435-6068e0a98702,0,2339,0,2,3,232,4.5474,4
4367897c-cbd1-4174-98ac-1c6452d4c7d3,0,2211,1,2,1,0,0,1
43850ba2-302f-40cc-8140-5835f2fe7a1b,0,3060,1,7,2,49,4.7959,5
438c3532-6250-4a6d-acaa-a90e3262c9ec,0,1254,1,2,4,2,5.0000,0
43a41bc9-05b9-42f4-a5f2-8e84c601c2d6,0,1219,0,3,1,361,4.5097,40
43a630dd-7d86-4215-a09c-75a8b1324d09,0,2974,1,1,1,2,5.0000,0
43b2f9cf-556c-4444-8a1f-074122993e2f,0,1243,1,1,1,7,5.0000,1
43baf077-c638-4ea3-aac6-d0702cd0b319,0,2791,1,5,4,100,4.7300,0
43c1f778-4f6e-43a7-8c0e-709865e5d38c,1,2358,1,5,1,319,4.8150,0
43c2ea22-288d-4b1a-b207-4ddb00380f08,1,2610,1,3,1,115,4.8348,413
43cbb409-3c46-4ef0-b73d-f81720419aad,0,2517,1,3,1,46,4.3043,413
43db89a4-ede1-409f-be2d-27b5b1c1f1dd,0,1093,1,2,1,0,0,0
43dfcab4-ae84-428f-ba5a-fb5e8441486b,0,1852,0,3,2,0,0,0
442515d9-398b-4bcd-a543-3375067e0b98,0,1572,1,5,1,0,0,1
4431ddbc-eacd-4a9f-8d76-08ab28467433,0,1275,0,1,3,2,5.0000,2
443c637d-0425-4c07-b4f2-a32a8ba54266,0,2052,0,7,1,1,5.0000,0
447e625d-6c4c-4a92-954e-939fdfd2c3cf,0,1195,1,4,3,22,4.2727,19
4481dcde-dc14-4beb-84fc-a8c2ab0fcd5c,1,1341,0,6,4,6,5.0000,40
4491295a-87f6-48af-aae4-35216db35293,0,1271,1,2,1,3,5.0000,6
44a20eeb-5421-4aa5-bfa4-c2638fab014f,0,1705,1,5,3,17,5.0000,0
44b59683-96a9-42e5-90ee-fb3de58e79b8,0,1496,1,1,1,71,4.8732,7
44ca94bc-d09a-4064-8838-fd9f025f9b58,0,1799,1,7,1,2,5.0000,0
44cdf5ff-dbe2-48b4-97f9-188c60ca9b7a,0,1636,1,1,1,1,5.0000,0
44e10b04-2592-4bca-8072-51cd1b34d3b4,0,2211,0,3,1,16,3.9375,0
451ff580-d327-4b1b-95fc-c4ff21c30507,0,2545,1,3,3,97,4.2062,7
4525a652-5fff-4d00-9ed9-595e91d75b53,0,2633,1,1,1,0,0,0
45267cbb-c6ad-43dd-b2b2-973ac21fa69f,0,1266,0,2,1,3,1.0000,0
45473417-9152-4d5e-94a5-29a3a2a8b9a5,0,3038,1,6,1,13,4.6923,0
4559d9a5-1eac-4470-b58a-c9f5a6f0baed,0,3111,0,2,1,34,4.5294,2
45646896-ecaf-40a6-8562-dc2fba4e16aa,0,2700,1,7,1,23,4.9565,0
4568f048-f6f6-4320-823a-932c4895f39e,0,1055,0,4,1,40,4.3750,0
45a1f4d9-5e3f-4870-aa42-4a2cc486f6b2,0,3038,0,3,1,72,4.8611,2
45a3db8a-a512-40ad-bb5b-a7783a2d0887,0,1897,0,1,1,0,0,0
45bc2f27-5316-4222-9e0d-79af0b61a466,0,995,0,7,1,7,5.0000,0
4603c4ae-3a37-457e-a18b-6fcc30c39ef1,0,2252,1,1,1,2,3.0000,0
46117ebf-20bd-4037-b1c0-78777d549321,0,1208,0,5,3,9,3.7778,0
46157775-1782-49f6-8b26-ed48642af40d,0,1483,1,5,2,22,5.0000,0
46502da1-05eb-4596-990f-e79ee06ae9cf,0,1604,0,6,1,4,4.0000,0
4651b91d-6c67-4045-9fff-3ebd3074380f,0,2742,1,4,1,0,0,0
4657b284-757e-4af5-9956-643bcdd2d678,0,1820,1,4,1,1,3.0000,0
4658bdb9-9862-4904-9372-4c0f6e64ec81,0,2829,1,1,2,129,3.3566,18
46638c8a-4e9a-492c-8019-8bcf866a1186,0,2294,0,9,1,16,4.8125,0
466f3de8-01fd-40d1-9d2f-f78e21aea168,0,2795,1,2,4,1,5.0000,0
4673079b-07d1-4a51-803e-c8822d7325ec,0,1815,1,1,1,7,3.5714,3
467f1f42-2658-4fee-8c9b-a9133e3deb2c,0,2805,0,1,1,5,5.0000,0
46873d8b-891c-4e38-bd16-74134fc13169,0,895,1,1,3,45,4.6222,40
46ae0d57-99b8-4e99-b120-c343fe7d690c,0,1369,1,3,1,80,4.8750,102
46e324bc-e7cf-4574-8ae9-8c76b8891d63,0,2655,1,6,2,90,4.9444,4
46e6c287-5b4b-40ca-a746-3d4767c90885,0,2413,0,3,1,250,4.5080,6
46f0576c-066f-453d-b7c5-c5086669ac16,0,1486,1,5,1,5,5.0000,6
46f4f1e6-992a-466b-941c-5d675741b5fc,0,1465,0,4,2,2,5.0000,0
470f1da9-4b56-49c4-b443-e08b7585d95f,0,2786,1,7,1,49,4.8571,55
471311b3-9b8a-477f-b13c-5c1a6ca3b46c,0,2809,0,2,1,99,4.9394,4
474adef0-642c-4a1f-8a10-c9384f5b8ba4,0,1413,1,3,1,19,4.8421,60
474ae114-82aa-4d1f-8eef-b22ba6b24857,0,1122,1,2,1,1,1.0000,0
476a26d5-d3fa-4ef0-94c4-9d3cab2d43ab,0,2792,0,1,3,2,5.0000,0
477ad64a-a53c-48e7-9188-f1020b870165,0,2097,1,3,1,68,4.0882,40
4788099d-be07-42ba-bf50-af0c58134e98,0,2494,0,1,3,0,0,0
47aa0578-7f77-45dd-aff1-e4ac3c2975f1,0,2691,0,1,2,4,5.0000,4
47bf809a-38e3-4058-aecb-ed8c29446feb,1,2324,1,8,3,5,5.0000,254
47c52690-014c-44fe-9ecb-8dc95245eaa1,0,1955,0,3,1,0,0,6
47ce3157-a3b7-412e-83d8-553975a3029e,0,1827,1,5,1,11,3.8182,0
47d10e6a-beea-4c59-bc2b-92ff31dc2f0d,0,1933,1,2,2,0,0,1
47d2f6d3-249b-4fbb-8ad2-7551cf3952bc,1,2811,1,2,2,155,4.8065,16
47d979fb-909a-4390-8533-1355767326fd,1,3125,1,3,3,594,4.9697,0
47d99bb9-ead7-48ef-b37e-dc8eff5f7fa0,0,2235,0,2,1,9,5.0000,0
47f4e571-dffd-467d-9980-47a237ebdac1,0,1541,1,4,3,2,5.0000,0
48136c3f-0551-4a23-a25d-144b7f9fdb46,0,1088,0,2,1,12,4.0000,138
481df7d5-72b8-4ab8-9ad3-a8ccfcad74d6,1,2105,1,6,4,0,0,254
4825a95b-fc45-42e0-8a24-7380c13f16ab,0,2737,1,3,1,1,5.0000,21
4837e52a-e415-4adc-aab2-a927facc5556,0,2823,1,2,4,30,5.0000,0
48392bf6-c02b-496f-88be-5a566e7983ff,0,1888,1,2,1,1,5.0000,0
48842dc5-876b-408d-922d-de220a432b1e,0,1548,1,8,1,12,5.0000,0
4889b40a-6443-4971-804c-37d14b239135,0,898,1,2,1,24,4.5000,2
48933412-22f7-4f6d-b1d8-c4497b826606,0,926,0,3,1,9,3.2222,0
489a6f0e-9d8f-45b5-a503-900f5f4e3eca,0,803,1,3,1,1,5.0000,3
48a431c7-8cf7-4a58-b36f-48a4e709077f,0,2401,1,2,2,11,2.1818,3
48a8bbeb-e2f5-48dc-a6fb-c2ea2b9c0d9c,0,938,1,1,2,30,4.4000,13
48b0c13e-08c8-4e09-8f9b-69d78068f04f,0,1947,0,5,1,34,4.7059,6
48b91fa6-97e6-47c4-a969-0c1c6325a58c,0,1386,1,1,1,6,4.6667,2
48f98be9-214e-430c-aba0-c3bfc77ce26c,1,2904,0,4,1,968,4.8140,0
492592d8-7bf1-4028-b956-813348cabc5d,0,2713,0,4,3,2135,4.7363,2
4949d282-4960-41a0-8f46-e2b4b5c7c357,0,1410,0,2,1,0,0,6
49533887-0044-4f00-99e0-9e3e5cdd1e25,0,2816,1,2,1,2,3.0000,7
496dd321-cfaf-41ee-99d7-c4ac829866cd,0,2019,1,2,1,93,4.7527,157
49776fd0-3ba5-4abf-b123-d7c5c0a41388,0,1352,1,3,1,2,5.0000,2
4987ab68-ebe3-4f51-bb11-6519971706bf,1,1132,1,4,4,8,4.7500,40
499bf5d8-8f10-4cd9-8763-5476ea52025b,0,1440,1,6,1,23,4.9130,9
49a4a215-5af1-4124-875f-f53c9b159e3b,1,2940,0,3,1,126,4.8810,254
49bae6fb-3166-43a2-8f9a-47232cb114f5,0,1361,1,3,1,0,0,0
49c6a869-c481-4aa8-a9b9-50db91a0f425,0,1887,0,4,1,1,5.0000,6
49c9827a-c2f8-4e14-89ce-ccaae16ba121,0,1689,0,1,2,45,4.7556,6
49d6f27c-b4d1-4a86-9b85-9f5687710289,0,2317,0,4,4,3,5.0000,0
49fb98d8-4f3b-4f05-aa30-c9d2b58be2d3,0,2354,0,3,1,141,4.7872,239
49fda22a-5426-4f4f-8c88-a1f6cc7696d4,0,1091,1,2,1,0,0,0
4a07e60a-7cc0-4024-b637-24ce6665d4b0,1,1859,1,4,4,494,4.8462,11
4a56e09e-d27b-46c9-aa81-1acd1177ef53,0,2237,0,6,1,2,3.0000,0
4a81aed9-857a-43d4-91c9-bede6236f52c,1,2237,0,5,1,102,4.8039,413
4a9d74c4-77b5-4366-a0a4-776b091a5b05,0,2152,0,2,1,1,5.0000,0
4aad8fde-20ea-4557-8cb1-64e4e092df2f,0,1452,0,2,1,2,5.0000,1
4aae265b-fba2-478e-8a2e-14db9a489107,0,2923,1,4,1,0,0,1280
4ab1bf89-ccb9-425e-8d30-211b9c6f1b96,0,1248,1,2,1,2,5.0000,1
4ab69de7-a869-4a60-a769-1b66fa071742,0,875,0,2,1,38,3.9737,0
4ac91a6d-7562-41b8-a77c-ecbf65492d98,0,1162,1,2,1,0,0,0
